#,CATEGORY,NARRATION_RAW,BANK_FORMAT,TXN_TYPE,RISK_LEVEL
590,WALLET_LOAD,PAYTM WALLET TOP UP 427234047219,MIXED,DR/CR,LOW
591,WALLET_LOAD,PAYTM LOAD 682472351560 WALLET DR,MIXED,DR/CR,LOW
592,WALLET_LOAD,MOBIKWIK LOAD 711418487719 WALLET,MIXED,DR/CR,LOW
593,WALLET_LOAD,FREECHARGE LOAD 121371302001,MIXED,DR/CR,LOW
594,WALLET_LOAD,WALLET LOAD DR 958939236748 MOBIKWIK,MIXED,DR,LOW
595,WALLET_LOAD,OLA MONEY LOAD 488106353639 WALLET,MIXED,DR/CR,LOW
596,WALLET_LOAD,AMAZON PAY LOAD 521573069988,MIXED,DR/CR,LOW
597,WALLET_LOAD,WALLET TOP UP 345971842283 PAYTM DR,MIXED,DR/CR,LOW
598,WALLET_LOAD,MOBIKWIK WALLET TOP UP 862069980204,MIXED,DR/CR,LOW
599,WALLET_LOAD,FREECHARGE WALLET LOAD 153528974064,MIXED,DR/CR,LOW
600,WALLET_LOAD,WALLET LOAD AUTO 082407581593 SI,MIXED,DR/CR,LOW
601,WALLET_LOAD,PAYTM WALLET LOAD DR 828398066835,MIXED,DR,LOW
602,WALLET_LOAD,AMAZON PAY BALANCE LOAD 075223605975,MIXED,DR/CR,LOW
603,WALLET_LOAD,WALLET RECHARGE 606066048158 PAYTM,MIXED,DR/CR,LOW
604,WALLET_LOAD,MOBIKWIK RECHARGE 744104378156 LOAD,MIXED,DR/CR,LOW
605,ESCROW,ESCROW ACCOUNT 050202544721 DEPOSIT,POS,CR,LOW
606,ESCROW,NODAL ACCOUNT 634130780739 CREDIT,MIXED,CR,LOW
607,ESCROW,ESCROW/534822054080/MARKETPLACE HOLD,MIXED,CR,LOW
608,ESCROW,NODAL/236836649751/PAYMENT HOLD,MIXED,DR/CR,LOW
609,ESCROW,ESCROW CR 417944223515 RELEASE,MIXED,CR,LOW
610,ESCROW,NODAL ACCOUNT DEBIT 499426298686,MIXED,DR,LOW
611,ESCROW,ESCROW RELEASE 489190042983 MERCHANT,MIXED,CR,LOW
612,ESCROW,PROPERTY ESCROW 647784821630 HOLD,MIXED,CR,LOW
613,ESCROW,NODAL CR 158487179787 RELEASE,MIXED,CR,LOW
614,ESCROW,ESCROW HOLD 506219886293 REAL ESTATE,MIXED,CR,LOW
615,ESCROW,MARKETPLACE ESCROW 953775322673,MIXED,CR,LOW
616,ESCROW,ESCROW/938479827297/RELEASE/MERCHANT,MIXED,CR,LOW
617,ESCROW,NODAL ACCOUNT RELEASE 782805394287,MIXED,DR/CR,LOW
618,ESCROW,ESCROW DEBIT 899195192004 SETTLE,MIXED,DR,LOW
619,ESCROW,REAL ESTATE ESCROW 032534287141 CR,MIXED,CR,LOW
620,ESCROW,ESCROW NODAL 372430732749 HOLD,MIXED,CR,LOW
621,GIG_ECONOMY,SWIGGY PAYOUT 172874974664 DELIVERY,MIXED,CR,MEDIUM
622,GIG_ECONOMY,ZOMATO PAYOUT 893006068358 RIDER,MIXED,CR,MEDIUM
623,GIG_ECONOMY,UBER PAYOUT 145406492489 DRIVER,MIXED,CR,MEDIUM
624,GIG_ECONOMY,OLA PAYOUT 944189972889 DRIVER,MIXED,CR,MEDIUM
625,GIG_ECONOMY,RAPIDO PAYOUT 586443152687 CAPTAIN,MIXED,CR,MEDIUM
626,GIG_ECONOMY,PORTER PAYOUT 810572461586 DELIVERY,MIXED,CR,MEDIUM
627,GIG_ECONOMY,URBAN COMPANY 410776490499 PAYOUT,MIXED,CR,MEDIUM
628,GIG_ECONOMY,NEFT/593049030769/SWIGGY/DELIVERY PAYOUT,NEFT,CR,MEDIUM
629,GIG_ECONOMY,ZOMATO RIDER PAYOUT 191459962069,MIXED,CR,MEDIUM
630,GIG_ECONOMY,NEFT/708783478945/UBER/DRIVER INCENTIVE,NEFT,DR/CR,MEDIUM
631,GIG_ECONOMY,OLA DRIVER PAYOUT 099006512054,MIXED,CR,MEDIUM
632,GIG_ECONOMY,RAPIDO CAPTAIN 629450989687 SETTLE,MIXED,CR,MEDIUM
633,GIG_ECONOMY,PORTER DELIVERY 282185816236 PAYOUT,MIXED,CR,MEDIUM
634,GIG_ECONOMY,URBAN CO PARTNER 546424228387 PAY,MIXED,DR/CR,MEDIUM
635,GIG_ECONOMY,DUNZO PAYOUT 961832600760 RUNNER,MIXED,CR,MEDIUM
636,GIG_ECONOMY,SWIGGY BUNDL PARTNER 308373521856 PAY,MIXED,DR/CR,MEDIUM
637,REFUND,REFUND 780727449164 CREDIT,MIXED,CR,LOW
638,REFUND,REVERSAL CR 198343622913 TXN,MIXED,CR,LOW
639,REFUND,CHARGEBACK 543555053430 CREDIT,MIXED,CR,LOW
640,REFUND,FAILED TXN REFUND 802445245225,MIXED,DR/CR,LOW
641,REFUND,REVERSED 619259581290 CREDIT,MIXED,CR,LOW
642,REFUND,ORDER REFUND 797074439140 AMAZON,MIXED,DR/CR,LOW
643,REFUND,FLIPKART REFUND 469063905107 CR,MIXED,CR,LOW
644,REFUND,RAZORPAY REFUND 438635430341,MIXED,DR/CR,LOW
645,REFUND,PAYU REFUND 069982602751 CREDIT,MIXED,CR,LOW
646,REFUND,TXN REVERSAL 282033456078 CR,MIXED,CR,LOW
647,REFUND,CHARGEBACK CR 480711554983 VISA,MIXED,CR,LOW
648,REFUND,REFUND CREDIT 073724296891 MERCHANT,MIXED,CR,LOW
649,REFUND,FAILED TXN REVERSAL 450746075368,MIXED,DR/CR,LOW
650,REFUND,ORDER CANCEL REFUND 247682220377,MIXED,DR/CR,LOW
651,REFUND,REFUND/841703318696/MERCHANT RETURN,MIXED,DR/CR,LOW
652,REFUND,SWIGGY REFUND 748608349911 CR,MIXED,CR,LOW
653,CASHBACK,CASHBACK 313864163630 CREDIT,MIXED,CR,LOW
654,CASHBACK,REWARD CR 602551688077 CARD,MIXED,CR,LOW
655,CASHBACK,INCENTIVE 287881714432 CASHBACK,MIXED,DR/CR,LOW
656,CASHBACK,BONUS CREDIT 396925776116 PAYTM,MIXED,CR,LOW
657,CASHBACK,CASHBACK CR 411224576544 AMAZON PAY,MIXED,CR,LOW
658,CASHBACK,REWARD POINT 075484849217 REDEEM CR,MIXED,CR,LOW
659,CASHBACK,GPAY CASHBACK 582104269392 CR,MIXED,CR,LOW
660,CASHBACK,PHONEPE REWARD 187566305591 CREDIT,MIXED,CR,LOW
661,CASHBACK,CASHBACK CREDIT 684687823891 HDFC CARD,MIXED,CR,LOW
662,CASHBACK,AMAZON CASHBACK 656318984102 CR,MIXED,CR,LOW
663,CASHBACK,CRED COIN 752785296705 CASHBACK,MIXED,CR,LOW
664,CASHBACK,OFFER CASHBACK 748552433349 CREDIT,MIXED,CR,LOW
665,CASHBACK,REWARD REDEMPTION 650160917063 CR,MIXED,CR,LOW
666,CASHBACK,INCENTIVE CR 624221629549 SCHEME,MIXED,CR,LOW
667,CASHBACK,CASHBACK BONUS 682189118751 PAYTM,MIXED,DR/CR,LOW
668,CASHBACK,SBI CARD REWARD 464158482264 CR,MIXED,CR,LOW
669,INTEREST,INT CR 048857948176 SAVINGS,MIXED,CR,LOW
670,INTEREST,INTEREST CREDIT 702219994584 SB,MIXED,CR,LOW
671,INTEREST,SAVINGS INTEREST 857337788667 CR,MIXED,CR,LOW
672,INTEREST,FD INTEREST 845354500221 CR QUARTERLY,MIXED,CR,LOW
673,INTEREST,RD INTEREST 986753467575 CR,MIXED,CR,LOW
674,INTEREST,INT CR 905521043838 FD MATURITY,MIXED,CR,LOW
675,INTEREST,INTEREST CR 670216116905 SAVINGS A/C,MIXED,CR,LOW
676,INTEREST,FD INT 964488373833 QUARTERLY CR,MIXED,CR,LOW
677,INTEREST,SAVINGS BANK INT 254593053408 CR,MIXED,CR,LOW
678,INTEREST,INTEREST CREDIT 228734117866 ANNUAL,MIXED,CR,LOW
679,INTEREST,FD INTEREST CREDIT 721310798206,MIXED,CR,LOW
680,INTEREST,RD MATURITY INT 605580489066 CR,MIXED,CR,LOW
681,INTEREST,INT CR 770845074975 MONTHLY SB,MIXED,CR,LOW
682,INTEREST,INTEREST INCOME 979294902822 FD CR,MIXED,CR,LOW
683,INTEREST,SB INTEREST 103019385774 CREDIT,MIXED,CR,LOW
684,INTEREST,FD INT QUARTERLY 659272159724 CR,MIXED,CR,LOW
685,FD,FD BOOKING 569724121500 DR,MIXED,DR/CR,LOW
686,FD,FIXED DEPOSIT 996763640412 PLACED,POS,DR/CR,LOW
687,FD,TERM DEPOSIT 130954196084 BOOK DR,POS,DR/CR,LOW
688,FD,FD MATURITY 791093019736 CR,MIXED,CR,LOW
689,FD,FD PROCEED 930131193691 CREDIT,MIXED,CR,LOW
690,FD,FD PREMATURE 851764931126 CLOSURE CR,MIXED,CR,LOW
691,FD,FIXED DEPOSIT MATURITY 604684513755,POS,CR,LOW
692,FD,FD/407058825611/BOOKING/SENIOR CITIZEN,MIXED,DR/CR,LOW
693,FD,TERM DEPOSIT MATURITY 954316593265 CR,POS,CR,LOW
694,FD,FD RENEWAL 427082487881 AUTO,MIXED,DR/CR,LOW
695,FD,FIXED DEP BOOK 533470034464 DR,MIXED,DR/CR,LOW
696,FD,FD MATURITY CREDIT 988917005878,MIXED,CR,LOW
697,FD,TERM DEPOSIT RENEWAL 492915822792,POS,DR/CR,LOW
698,FD,FD CLOSURE 689911350968 PREMATURE,MIXED,DR/CR,LOW
699,FD,AUTO RENEW FD 426675221104 DR,MIXED,DR/CR,LOW
700,FD,FD BOOK 506690207621 HDFC SENIOR CIT,MIXED,DR/CR,LOW
701,RD,RD INSTALMENT 272020054419 DR,MIXED,DR/CR,LOW
702,RD,RECURRING DEPOSIT 090075286247 DR,POS,DR/CR,LOW
703,RD,RD/468538902863/MONTHLY INSTALMENT,MIXED,DR/CR,LOW
704,RD,RD DEBIT 194586075712 AUTO,MIXED,DR,LOW
705,RD,RECURRING DEP INST 676567539503 DR,MIXED,DR/CR,LOW
706,RD,RD MATURITY 616830632976 CR,MIXED,CR,LOW
707,RD,RD PROCEED 848892875166 CREDIT,MIXED,CR,LOW
708,RD,RD AUTO DR 246658198958 MONTHLY,MIXED,DR/CR,LOW
709,RD,RECURRING DEPOSIT MATURITY 396557250886,POS,CR,LOW
710,RD,RD INSTALMENT AUTO 528719543196,MIXED,DR/CR,LOW
711,RD,MONTHLY RD 238211499363 DR,MIXED,DR/CR,LOW
712,RD,RD CLOSURE MATURITY 625590031175 CR,MIXED,CR,LOW
713,RD,RECURRING DEP 077301407155 PREMATURE,MIXED,DR/CR,LOW
714,RD,RD/260190359641/MATURITY/CREDIT,MIXED,CR,LOW
715,RD,RD MONTHLY INST 190760083903 DR,MIXED,DR/CR,LOW
716,RD,AUTO RD DEBIT 479283014462 MONTHLY,MIXED,DR,LOW
717,DEMAT,NSDL DP CHARGES 656966076662 DR,MIXED,DR/CR,LOW
718,DEMAT,CDSL/501603699257/DEMAT CHARGES,MIXED,DR/CR,LOW
719,DEMAT,DEMAT ACCOUNT 516208390470 CHARGES,MIXED,DR/CR,LOW
720,DEMAT,BROKERAGE 570193615824 ZERODHA DR,MIXED,DR/CR,LOW
721,DEMAT,SECURITIES TRANSACTION 707048994660,MIXED,DR/CR,LOW
722,DEMAT,CDSL DEMAT FEE 407171610861 DR,MIXED,DR/CR,LOW
723,DEMAT,NSDL/455971017114/DP MAINTENANCE,MIXED,DR/CR,LOW
724,DEMAT,DEMAT DP CHARGES 435840996532,MIXED,DR/CR,LOW
725,DEMAT,BROKERAGE HDFC SEC 981412345133 DR,MIXED,DR/CR,LOW
726,DEMAT,SECURITIES SETTLE 501851596064 CDSL,MIXED,CR,LOW
727,DEMAT,DP CHARGES 596017152501 NSDL,MIXED,DR/CR,LOW
728,DEMAT,DEMAT ANNUAL MAINTENANCE 025671241922,MIXED,DR/CR,LOW
729,DEMAT,CDSL SETTLEMENT 262072348244,MIXED,CR,LOW
730,DEMAT,BROKERAGE CHARGES 975530363787 DR,MIXED,DR/CR,LOW
731,DEMAT,NSDL DEMAT CHARGES 562387157543,MIXED,DR/CR,LOW
732,DEMAT,CDSL DP FEE 943636065217 ANNUAL,MIXED,DR/CR,LOW
733,DIVIDEND,DIVIDEND 807458952959 CREDIT,MIXED,CR,LOW
734,DIVIDEND,INTERIM DIVIDEND 929844876077 CR,MIXED,CR,LOW
735,DIVIDEND,FINAL DIVIDEND 393477776806 RELIANCE,MIXED,DR/CR,LOW
736,DIVIDEND,DIVIDEND CR 794117111086 TCS,MIXED,CR,LOW
737,DIVIDEND,DIVIDEND INFOSY 966811571158 CR,MIXED,CR,LOW
738,DIVIDEND,DIV CREDIT 154812399746 HDFC BANK,MIXED,CR,LOW
739,DIVIDEND,INTERIM DIV 969903262945 WIPRO CR,MIXED,CR,LOW
740,DIVIDEND,DIVIDEND PAYMENT 029258511481 NSDL,MIXED,DR/CR,LOW
741,DIVIDEND,FINAL DIV CR 381904311681 HCLTECH,MIXED,CR,LOW
742,DIVIDEND,DIVIDEND 922380656135 STOCK,MIXED,DR/CR,LOW
743,DIVIDEND,DIVIDEND INCOME 106743321969 CR,MIXED,CR,LOW
744,DIVIDEND,DIVIDEND CREDIT 875232812973 NSDL,MIXED,CR,LOW
745,DIVIDEND,INTERIM DIVIDEND CR 797269254807 ICICIB,MIXED,CR,LOW
746,DIVIDEND,FINAL DIVIDEND 742909329591 BAJAJFIN,MIXED,DR/CR,LOW
747,DIVIDEND,DIVIDEND 810604030137 MUTUAL FUND CR,MIXED,CR,LOW
748,DIVIDEND,SCHEME DIVIDEND 724584038275 MF CR,MIXED,CR,LOW
749,RENT,RENT 809397220144 HOUSE,MIXED,DR/CR,LOW
750,RENT,HOUSE RENT 619544162714 PAYMENT,MIXED,DR/CR,LOW
751,RENT,NEFT/377476369302/RENT/MONTHLY,NEFT,DR/CR,LOW
752,RENT,OFFICE RENT 420699402884 COMMERCIAL,MIXED,DR/CR,LOW
753,RENT,LEASE RENT 916859568138 PAYMENT,MIXED,DR/CR,LOW
754,RENT,RENT PAYMENT 382654147608 RESIDENTIAL,MIXED,DR/CR,LOW
755,RENT,UPI/718026840339/HOUSE RENT/9843227109,UPI,DR/CR,LOW
756,RENT,MONTHLY RENT 959518548237 DR,MIXED,DR/CR,LOW
757,RENT,RENT DR 064076650739 NEFT,MIXED,DR/CR,LOW
758,RENT,COMMERCIAL RENT 113943867236,MIXED,DR/CR,LOW
759,RENT,RENT CREDIT 437171389937 LANDLORD,MIXED,CR,LOW
760,RENT,HOUSE RENT MONTHLY 353248470035,MIXED,DR/CR,LOW
761,RENT,OFFICE LEASE 669436094430 RENT,MIXED,DR/CR,LOW
762,RENT,RENTAL INCOME 336576895531 CR,MIXED,CR,LOW
763,RENT,RENT/902792322018/RESIDENTIAL MONTHLY,MIXED,DR/CR,LOW
764,RENT,UPI/804673050029/OFFICE RENT/8888604840,UPI,DR/CR,LOW
765,REAL_ESTATE,REGISTRATION FEES 526015212138 PROPERTY,MIXED,DR/CR,LOW
766,REAL_ESTATE,STAMP DUTY 372240674026 PROPERTY REG,MIXED,DR/CR,LOW
767,REAL_ESTATE,PROPERTY PAYMENT 912429570342 BUILDER,MIXED,DR/CR,LOW
768,REAL_ESTATE,BUILDER PAYMENT 052487930108 NEFT,MIXED,DR/CR,LOW
769,REAL_ESTATE,NEFT/959275819176/BUILDER/DOWN PAYMENT,NEFT,DR/CR,LOW
770,REAL_ESTATE,STAMP DUTY DR 349719824891 REG,MIXED,DR/CR,LOW
771,REAL_ESTATE,PROPERTY REGISTRATION 638830091496,MIXED,DR/CR,LOW
772,REAL_ESTATE,BUILDER INSTALMENT 004395156301 NEFT,MIXED,DR/CR,LOW
773,REAL_ESTATE,REAL ESTATE 785116860956 PAYMENT,MIXED,DR/CR,LOW
774,REAL_ESTATE,PROPERTY BOOKING 432786242291 ADVANCE,MIXED,DR/CR,LOW
775,REAL_ESTATE,STAMP DUTY PAYMENT 849496634595,MIXED,DR/CR,LOW
776,REAL_ESTATE,BUILDER DEMAND 179171561142 NEFT DR,MIXED,DR/CR,LOW
777,REAL_ESTATE,PROPERTY ADVANCE 276290240322 CR,MIXED,CR,LOW
778,REAL_ESTATE,REGISTRATION STAMP 406995308479 DR,MIXED,DR/CR,LOW
779,REAL_ESTATE,HOME LOAN DISBURSE 998967144233 BUILDER,MIXED,CR,LOW
780,REAL_ESTATE,PROPERTY PAYMENT INST 842076971276,MIXED,DR/CR,LOW
781,TRAVEL,IRCTC 496869985345 TICKET BOOKING,MIXED,DR/CR,LOW
782,TRAVEL,UPI/352906400331/IRCTC/9895574398,UPI,DR/CR,LOW
783,TRAVEL,MAKEMYTRIP 303214632165 BOOKING,MIXED,DR/CR,LOW
784,TRAVEL,MMT FLIGHT 351134176316 TICKET,MIXED,DR/CR,LOW
785,TRAVEL,YATRA 948111374847 BOOKING,MIXED,DR/CR,LOW
786,TRAVEL,CLEARTRIP 407454260328 FLIGHT,MIXED,DR/CR,LOW
787,TRAVEL,GOIBIBO 294061321650 HOTEL,MIXED,DR/CR,LOW
788,TRAVEL,INDIGO AIRLINES 830302822669 TICKET,MIXED,DR/CR,LOW
789,TRAVEL,AIR INDIA 613393785470 TICKET,MIXED,DR/CR,LOW
790,TRAVEL,AKASA AIR 264914394596 BOOKING,MIXED,DR/CR,LOW
791,TRAVEL,IRCTC RAIL TICKET 782622972004,MIXED,DR/CR,LOW
792,TRAVEL,MAKEMYTRIP HOTEL 504350947710 BOOK,MIXED,DR/CR,LOW
793,TRAVEL,YATRA FLIGHT 222919483351 BOOK,MIXED,DR/CR,LOW
794,TRAVEL,CLEARTRIP/524611418012/TICKET,MIXED,DR/CR,LOW
795,TRAVEL,GOIBIBO FLIGHT 357219271316 TICKET,MIXED,DR/CR,LOW
796,TRAVEL,INDIGO FARE 788772689877 BOOKING,MIXED,DR/CR,LOW
797,HEALTHCARE,APOLLO HOSPITAL 472244261511 PAYMENT,MIXED,DR/CR,LOW
798,HEALTHCARE,FORTIS HEALTH 410815447390 BILL,MIXED,DR/CR,LOW
799,HEALTHCARE,MAX HEALTHCARE 070670324414 PAYMENT,MIXED,DR/CR,LOW
800,HEALTHCARE,MEDANTA 101135719014 HOSPITAL BILL,MIXED,DR/CR,LOW
801,HEALTHCARE,PRACTO 741879413121 CONSULTATION,MIXED,DR/CR,LOW
802,HEALTHCARE,PHARMEASY 566399255381 ORDER,MIXED,DR/CR,LOW
803,HEALTHCARE,TATA 1MG 207385157634 MEDICINE,MIXED,DR/CR,LOW
804,HEALTHCARE,APOLLO PHARMACY 934818152511 BILL,MIXED,DR/CR,LOW
805,HEALTHCARE,NETMEDS 019380775709 ORDER,MIXED,DR/CR,LOW
806,HEALTHCARE,MANIPAL HOSPITAL 634373299382 BILL,MIXED,DR/CR,LOW
807,HEALTHCARE,COLUMBIA ASIA 784616217241 PAYMENT,MIXED,DR/CR,LOW
808,HEALTHCARE,NARAYANA HEALTH 605809694108 BILL,MIXED,DR/CR,LOW
809,HEALTHCARE,PRACTO TELECONSULT 070568225415,MIXED,DR/CR,LOW
810,HEALTHCARE,1MG MEDICINE 149411067627 ORDER,MIXED,DR/CR,LOW
811,HEALTHCARE,APOLLO 247 983206688333 HEALTH,MIXED,DR/CR,LOW
812,HEALTHCARE,FORTIS DIAGNOSTICS 315883017923 BILL,MIXED,DR/CR,LOW
813,DONATION,DONATION 564035009415 PM CARES,MIXED,DR/CR,LOW
814,DONATION,PM CARES FUND 060140859662 CR,MIXED,CR,LOW
815,DONATION,TEMPLE TRUST 003994230906 DONATION,MIXED,DR/CR,LOW
816,DONATION,NGO DONATION 885433596542 CHARITY,MIXED,DR/CR,LOW
817,DONATION,CHARITY 834602469414 PAYMENT,MIXED,DR/CR,LOW
818,DONATION,NEFT/277831391517/PM CARES FUND/DONATION,NEFT,DR/CR,LOW
819,DONATION,TIRUPATI DEVASTHANAM 114225718955 DONATION,MIXED,DR/CR,LOW
820,DONATION,NGO FUND 047045322186 DONATION DR,MIXED,DR/CR,LOW
821,DONATION,ISKCON DONATION 754892408826,MIXED,DR/CR,LOW
822,DONATION,RED CROSS 656450383453 DONATION,MIXED,CR,LOW
823,DONATION,CRY DONATION 999562154159 NGO,MIXED,CR,LOW
824,DONATION,GIVE INDIA 518186940815 DONATION,MIXED,DR/CR,LOW
825,DONATION,PM CARES 885728934623 DONATION DR,MIXED,DR/CR,LOW
826,DONATION,TEMPLE DONATION 827751752146 ONLINE,MIXED,DR/CR,LOW
827,DONATION,CHARITY FUND 996447129671 NEFT,MIXED,DR/CR,LOW
828,DONATION,NGO CONTRIBUTION 433643250564 DR,MIXED,DR/CR,LOW
829,GOVERNMENT_BENEFIT,SCHOLARSHIP 305464485413 DBT CR,MIXED,CR,LOW
830,GOVERNMENT_BENEFIT,DBT CREDIT 726982244964 GOVT,MIXED,CR,LOW
831,GOVERNMENT_BENEFIT,SUBSIDY 043718874858 CREDIT DBT,MIXED,CR,LOW
832,GOVERNMENT_BENEFIT,PM KISAN 400367712963 INSTALMENT CR,MIXED,CR,LOW
833,GOVERNMENT_BENEFIT,MNREGA WAGES 587424401983 CR,MIXED,CR,LOW
834,GOVERNMENT_BENEFIT,GOVT BENEFIT 010404527110 DBT,MIXED,DR/CR,LOW
835,GOVERNMENT_BENEFIT,DBT/788454278841/SCHOLARSHIP CREDIT,MIXED,CR,LOW
836,GOVERNMENT_BENEFIT,PM KISAN SAMMAN 558190593066 CR,MIXED,CR,LOW
837,GOVERNMENT_BENEFIT,MNREGA PAYMENT 510215960161 CREDIT,MIXED,CR,LOW
838,GOVERNMENT_BENEFIT,DBT SUBSIDY 792083128572 CREDIT,MIXED,CR,LOW
839,GOVERNMENT_BENEFIT,SCHOLARSHIP DBT 607820392170 CREDIT,MIXED,CR,LOW
840,GOVERNMENT_BENEFIT,STATE GOVT SUBSIDY 950271208017 CR,MIXED,CR,LOW
841,GOVERNMENT_BENEFIT,UJJWALA SUBSIDY 826214144715 DBT CR,MIXED,CR,LOW
842,GOVERNMENT_BENEFIT,PM AWAS YOJANA 034058825251 CR,MIXED,CR,LOW
843,GOVERNMENT_BENEFIT,DBT MNREGA 429092298665 WAGES CR,MIXED,CR,LOW
844,GOVERNMENT_BENEFIT,SCHOLARSHIP CREDIT DBT 811307899964,MIXED,CR,LOW
845,SELF_TRANSFER,SELF TRANSFER 304099472661 OWN,MIXED,DR/CR,LOW
846,SELF_TRANSFER,OWN ACCOUNT 657403397854 TRANSFER,MIXED,DR/CR,LOW
847,SELF_TRANSFER,INTERNAL TRANSFER 315730168179 SELF,MIXED,DR/CR,LOW
848,SELF_TRANSFER,FUND TRANSFER 171499416203 SELF ACCOUNT,MIXED,DR/CR,LOW
849,SELF_TRANSFER,NEFT/985958258262/SELF/OWN ACCOUNT,NEFT,DR/CR,LOW
850,SELF_TRANSFER,ACCOUNT TRANSFER 888250372341 INTERNAL,MIXED,DR/CR,LOW
851,SELF_TRANSFER,SELF FUND TRANSFER 285050236915,MIXED,DR/CR,LOW
852,SELF_TRANSFER,OWN A/C TRANSFER 169699881389,MIXED,DR/CR,LOW
853,SELF_TRANSFER,INTERNAL TRANSFER 041665562963 A/C,MIXED,DR/CR,LOW
854,SELF_TRANSFER,SELF NEFT 681631396547 OWN ACCOUNT,MIXED,DR/CR,LOW
855,SELF_TRANSFER,SWEEP TRANSFER 199367635893 SELF,MIXED,DR/CR,LOW
856,SELF_TRANSFER,TRANSFER TO SELF 624710196124,MIXED,DR/CR,LOW
857,SELF_TRANSFER,OWN ACCOUNT NEFT 910216777308,MIXED,DR/CR,LOW
858,SELF_TRANSFER,INTERNAL FUND SWEEP 391711720147,MIXED,DR/CR,LOW
859,SELF_TRANSFER,SELF IMPS 862712522634 OWN ACCT,MIXED,DR/CR,LOW
860,SELF_TRANSFER,LINKED ACCT TRANSFER 793760671274 SELF,MIXED,DR/CR,LOW
861,FAILED_TRANSACTION,TXN RETURN 431718474393 REVERSAL,MIXED,DR/CR,LOW
862,FAILED_TRANSACTION,FAILED TXN 357362271772 RETURN CR,MIXED,CR,LOW
863,FAILED_TRANSACTION,REVERSAL 702562744243 FAILED,MIXED,DR/CR,LOW
864,FAILED_TRANSACTION,REJECTED TXN 162082825507 RETURN,MIXED,DR/CR,LOW
865,FAILED_TRANSACTION,BOUNCE RETURN 582755321254 NACH,NACH/ECS,DR/CR,LOW
866,FAILED_TRANSACTION,RETURN CHARGE 700027503921 DR,MIXED,DR/CR,LOW
867,FAILED_TRANSACTION,NACH BOUNCE 109645594957 RETURN,NACH/ECS,DR/CR,LOW
868,FAILED_TRANSACTION,FAILED NACH 159779215952 RETURN CR,NACH/ECS,CR,LOW
869,FAILED_TRANSACTION,TXN REVERSAL 085853368239 RETURN,MIXED,DR/CR,LOW
870,FAILED_TRANSACTION,NEFT RETURN 510572861438 REJECTED,MIXED,DR/CR,LOW
871,FAILED_TRANSACTION,IMPS FAILED 479122881461 REVERSAL,MIXED,DR/CR,LOW
872,FAILED_TRANSACTION,UPI FAILED 273332750366 RETURN,MIXED,DR/CR,LOW
873,FAILED_TRANSACTION,NACH REJECT 505426477158 RETURN CR,NACH/ECS,CR,LOW
874,FAILED_TRANSACTION,ECS BOUNCE 248314172047 RETURN,NACH/ECS,DR/CR,LOW
875,FAILED_TRANSACTION,FAILED TXN REVERSAL 984420859510,MIXED,DR/CR,LOW
876,FAILED_TRANSACTION,REJECTED PAYMENT 055967061551 RETURN,MIXED,DR/CR,LOW
